Horodateur,"En temps normal, à quelle fréquence utilisez-vous les transports en commun ?","En temps normal, à quelle(s) heure(s) utilisez-vous les transports en commun ?",Dans quel cadre prenez-vous majoritairement les transports en commun ?,Quels types de transports en commun utilisez-vous ?,Quel temps passez-vous en moyenne dans les transports en commun par jour ?,Ressentez-vous de l'insécurité en prenant les transports en commun ?,"Si oui,  à quelle(s) heure(s) ?",Avez-vous déjà été témoins de comportements correspondant à cette définition du harcèlement ?,Avez-vous déjà subi du harcèlement dans les transports en commun ?,"Si oui, est-ce-que cette expérience a entrainé un ou plusieurs changements de comportement de votre part ?","Si oui, avez-vous été victime de violences physiques en lien avec ce harcèlement ? ",Connaissez-vous le dispositif Alerte 3117 ?,"Si oui, l'avez-vous déjà utilisé ?",Pensez-vous que le dispositif Alerte 3117 soit une solution efficace dans les situations de harcèlement sexuel ou sexiste ?,Pourquoi ?,Connaissez-vous l'arrêt à la demande ?,"Si oui, l'avez-vous déjà utilisé ?",Pensez-vous que le dispositif d'arrêt à la demande soit une solution efficace pour éviter le harcèlement sexuel ou sexiste ?,Pourquoi ?,"Selon-vous, à quel point cette campagne de communication est-elle efficace pour lutter contre le harcèlement dans les transports en commun ?",Pourquoi ?,Quel est votre genre ?,Quel est votre âge ?,Quelle est votre catégorie socio-professionnelle ?,Dans quelle ville habitez-vous ?,
2022/02/17 11:11:25 AM UTC+1,2 à 3 fois par semaine,Heures creuses (9h30 - 16h30),"Déplacements liés à la vie quotidienne (courses, loisirs...)","Métros, tramways;Trains longue distance (intercités, TGV)",Moins de 30 minutes,3,Le soir (après 19h30),"Oui, à plusieurs reprises","Oui, à plusieurs reprises","Changement de siège ou de wagon en cas de sentiment d'insécurité;Modification du style vestimentaire;Favorisation de l'usage des transports en groupe;Réduction de l'usage des transports en commun en favorisant d'autres modes de déplacements (vélo, taxi, véhicule personnel, etc.)",Oui et je n'ai pas porté plainte,Non,,1,,Oui,Non,3,,1,,Féminin,18 - 25 ans,Étudiant·e,paris,
2022/02/17 11:22:32 AM UTC+1,"tous les jours de la semaine, rarement le week-end","Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)",Déplacements scolaires/professionnels,"Métros, tramways;TER, transiliens;Bus, car (jour)",Entre 1 heure et 2 heures;Plus de 2 heures,7,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)","Oui, à plusieurs reprises","Oui, à plusieurs reprises",Changement de siège ou de wagon en cas de sentiment d'insécurité,Non,Oui,Non,3,,Oui,Non,1,"si le conducteur juge l'arrêt non justifié l'amende peut être très élevée, je pense que ça empêche certaines personnes de la déclancher",3,Il n'y a pas que les femmes,Féminin,18 - 25 ans,Étudiant·e,Versailles,
2022/02/17 11:34:12 AM UTC+1,2 à 3 fois par semaine,Tôt le matin (5h - 7h30);Heures creuses (9h30 - 16h30),Déplacements scolaires/professionnels,"Métros, tramways;TER, transiliens;Bus, car (jour)",Entre 1 heure et 2 heures,9,"Tôt le matin (5h - 7h30);Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Heures creuses (9h30 - 16h30);Le soir (après 19h30)","Oui, une seule fois","Non, jamais",Changement de siège ou de wagon en cas de sentiment d'insécurité,Non,Oui,Non,3,,Oui,Non,1,,1,,Féminin,46 - 55 ans,Professions intermédiaires (cadres moyens),juvisy sur orge,
2022/02/17 11:41:43 AM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)","Déplacements liés à la vie quotidienne (courses, loisirs...)","Métros, tramways;Trains longue distance (intercités, TGV)",Moins de 30 minutes,6,Le soir (après 19h30),"Non, jamais","Non, jamais",,,Oui,Non,4,Pas forcément possible de l'utiliser pour nous même,Oui,Non,5,,1,,Féminin,18 - 25 ans,Cadres et professions intellectuelles supérieures,Issy les Moulineaux,
2022/02/17 11:53:50 AM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Heures creuses (9h30 - 16h30);Le soir (après 19h30)",Déplacements scolaires/professionnels,"Métros, tramways;Bus, car (jour)",Entre 30 minutes et 1 heure;Entre 1 heure et 2 heures,7,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)","Non, jamais","Oui, à plusieurs reprises",Changement de siège ou de wagon en cas de sentiment d'insécurité;Modification du style vestimentaire;Favorisation de l'usage des transports en groupe,Non,Oui,Non,2,Je doute que des actions soient mises en place assez rapidement pour protéger physiquement les victimes de harcèlement et surtout pour arrêter les harceleurs à temps. ,Non,Non,2,L'harceleur pourra toujours descendre du bus et continuer à harceler la personne dehors. Pire encore: il saura où elle habite et où la retrouver s'il la suit.,2,"Je trouve que c'est absurde d'avoir ""ne minimisons pas le harcèlement sexuel"" pour slogan tout en montrant les harceleurs comme des animaux sur l'affiche.",Féminin,18 - 25 ans,Étudiant·e,Les Lilas,
2022/02/17 11:55:23 AM UTC+1,2 à 3 fois par mois,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)",Déplacements scolaires/professionnels,"Métros, tramways",Moins de 30 minutes,3,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)","Oui, une seule fois","Oui, une seule fois",Changement de siège ou de wagon en cas de sentiment d'insécurité;Modification du style vestimentaire,Non,Oui,Non,3,,Non,Non,,,1,,Féminin,36 - 45 ans,Cadres et professions intellectuelles supérieures,Pantin ,
2022/02/17 11:56:49 AM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)",Déplacements scolaires/professionnels,"Métros, tramways;TER, transiliens;Trains longue distance (intercités, TGV);Bus, car (jour);Bus, car (nuit)",Entre 1 heure et 2 heures,1,,"Oui, à plusieurs reprises","Oui, à plusieurs reprises",Changement de siège ou de wagon en cas de sentiment d'insécurité,Non,Non,Non,,,Non,Non,,,2,Je ne sais pas,Féminin,26 - 35 ans,Cadres et professions intellectuelles supérieures,Paris,
2022/02/17 12:05:01 PM UTC+1,2 à 3 fois par semaine,"Tôt le matin (5h - 7h30);Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)",Déplacements scolaires/professionnels,"Métros, tramways;TER, transiliens;Trains longue distance (intercités, TGV)",Entre 30 minutes et 1 heure;Entre 1 heure et 2 heures,7,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)","Oui, une seule fois","Oui, une seule fois","Changement de siège ou de wagon en cas de sentiment d'insécurité;Réduction de l'usage des transports en commun en favorisant d'autres modes de déplacements (vélo, taxi, véhicule personnel, etc.)",Non,Oui,Non,3,.,Oui,Non,5,.,3,.,Féminin,26 - 35 ans,Cadres et professions intellectuelles supérieures,Courbevoie,
2022/02/17 12:05:49 PM UTC+1,Tous les jours ,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)",Déplacements scolaires/professionnels,"Métros, tramways",Entre 1 heure et 2 heures,6,Tôt le matin (5h - 7h30);Le soir (après 19h30),"Oui, à plusieurs reprises","Oui, une seule fois",Changement de siège ou de wagon en cas de sentiment d'insécurité,Non,Non,,3,,Oui,Oui,2,,4,,Féminin,26 - 35 ans,Professions intermédiaires (cadres moyens),Paris,
2022/02/17 12:17:00 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)",Déplacements scolaires/professionnels,"Métros, tramways",Entre 1 heure et 2 heures,4,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)","Oui, fréquemment","Oui, une seule fois",Changement de siège ou de wagon en cas de sentiment d'insécurité,Non,Non,Non,3,,Non,Non,3,,3,,Féminin,26 - 35 ans,Employé·es et personnel de service,Paris ,
2022/02/17 12:20:13 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)","Déplacements liés à la vie quotidienne (courses, loisirs...)","Métros, tramways;TER, transiliens;Trains longue distance (intercités, TGV);Bus, car (jour)",Entre 30 minutes et 1 heure,8,Le soir (après 19h30),"Oui, à plusieurs reprises","Oui, à plusieurs reprises",Changement de siège ou de wagon en cas de sentiment d'insécurité,Non,Oui,Oui,1,Pas assez reactif,Oui,Non,2,Crainte de l effet collectif,1,Le loup ne represente pas le danger ,Féminin,26 - 35 ans,Cadres et professions intellectuelles supérieures,Nanterre,
2022/02/17 12:23:27 PM UTC+1,2 à 3 fois par mois,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Heures creuses (9h30 - 16h30);Le soir (après 19h30)","Déplacements liés à la vie quotidienne (courses, loisirs...)","Métros, tramways;Trains longue distance (intercités, TGV);Bus, car (jour)",Moins de 30 minutes,8,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Heures creuses (9h30 - 16h30);Le soir (après 19h30)","Oui, à plusieurs reprises","Oui, à plusieurs reprises","Changement de siège ou de wagon en cas de sentiment d'insécurité;Réduction de l'usage des transports en commun en favorisant d'autres modes de déplacements (vélo, taxi, véhicule personnel, etc.)",Non,Non,,3,,Oui,Non,4,,2,,Féminin,18 - 25 ans,Étudiant·e,Strasbourg,
2022/02/17 12:24:18 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)",Déplacements scolaires/professionnels,"Métros, tramways",Entre 1 heure et 2 heures,8,Le soir (après 19h30),"Oui, à plusieurs reprises","Oui, une seule fois",Changement de siège ou de wagon en cas de sentiment d'insécurité;Modification du style vestimentaire,Non,Oui,Non,1,"Pas vraiment de suites, d’après les retours eus",Non,Non,2,,4,"Ça met en lumière le sujet, il faudrait qu’il y en ait plus. Pour pointer du doigt le problème ",Féminin,26 - 35 ans,Cadres et professions intellectuelles supérieures,Vitry,
2022/02/17 12:27:20 PM UTC+1,2 à 3 fois par semaine,"Tôt le matin (5h - 7h30);Heures de pointe (7h30 - 9h30, 16h30 - 19h30)",Déplacements scolaires/professionnels,"Métros, tramways;TER, transiliens",Entre 1 heure et 2 heures,9,Le soir (après 19h30),"Oui, à plusieurs reprises","Oui, à plusieurs reprises",Changement de siège ou de wagon en cas de sentiment d'insécurité,Oui et je n'ai pas porté plainte,Oui,Non,4,,Oui,Non,4,,4,,Féminin,26 - 35 ans,Étudiant·e,Soisy-sous-Montmorency (95230),
2022/02/17 12:29:07 PM UTC+1,Quasiment jamais,Heures creuses (9h30 - 16h30),"Déplacements liés à la vie quotidienne (courses, loisirs...)","TER, transiliens;Trains longue distance (intercités, TGV)",Moins de 30 minutes,8,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)","Oui, à plusieurs reprises","Oui, à plusieurs reprises",Changement de siège ou de wagon en cas de sentiment d'insécurité,Non,Non,,3,,Non,,1,,1,,Féminin,26 - 35 ans,Employé·es et personnel de service,Beauvais,
2022/02/17 12:32:44 PM UTC+1,Tt les jours,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Heures creuses (9h30 - 16h30);Le soir (après 19h30)","Déplacements liés à la vie quotidienne (courses, loisirs...)","Métros, tramways;TER, transiliens;Trains longue distance (intercités, TGV);Bus, car (jour)",Entre 30 minutes et 1 heure,7,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)","Oui, une seule fois","Oui, à plusieurs reprises","Changement de siège ou de wagon en cas de sentiment d'insécurité;Modification du style vestimentaire;Favorisation de l'usage des transports en groupe;Réduction de l'usage des transports en commun en favorisant d'autres modes de déplacements (vélo, taxi, véhicule personnel, etc.)",Non,Non,,3,,Oui,Non,2,,2,,Féminin,26 - 35 ans,"Artisan·es, commerçant·es et chef·fes d'entreprise",Paris ,
2022/02/17 12:37:16 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)",Déplacements scolaires/professionnels,"Métros, tramways;TER, transiliens;Bus, car (jour)",Entre 1 heure et 2 heures,6,Tôt le matin (5h - 7h30);Le soir (après 19h30),"Oui, une seule fois","Non, jamais",,,Oui,Non,3,,Non,Non,4,,3,,Féminin,18 - 25 ans,Étudiant·e,Saint Cyr l'école ,
2022/02/17 12:41:45 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Heures creuses (9h30 - 16h30)",Déplacements scolaires/professionnels,"Métros, tramways",Entre 30 minutes et 1 heure,10,"Tôt le matin (5h - 7h30);Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Heures creuses (9h30 - 16h30);Le soir (après 19h30)","Oui, une seule fois","Oui, une seule fois","Changement de siège ou de wagon en cas de sentiment d'insécurité;Modification du style vestimentaire;Réduction de l'usage des transports en commun en favorisant d'autres modes de déplacements (vélo, taxi, véhicule personnel, etc.)",Non,Non,Non,1,Ne protège pas la personne ,Non,Non,2,,3,,Féminin,26 - 35 ans,"Artisan·es, commerçant·es et chef·fes d'entreprise",Paris ,
2022/02/17 12:44:54 PM UTC+1,Quotien (tous les jours) ,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)",Déplacements scolaires/professionnels,"Métros, tramways",Entre 30 minutes et 1 heure,6,Heures creuses (9h30 - 16h30);Le soir (après 19h30),"Oui, à plusieurs reprises","Oui, à plusieurs reprises",Changement de siège ou de wagon en cas de sentiment d'insécurité,Non,Non,Non,2,,Oui,Non,3,,4,,Féminin,26 - 35 ans,Cadres et professions intellectuelles supérieures,Paris,
2022/02/17 12:56:42 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)","Déplacements liés à la vie quotidienne (courses, loisirs...)","Métros, tramways;TER, transiliens",Moins de 30 minutes;Entre 30 minutes et 1 heure,5,Le soir (après 19h30),"Oui, à plusieurs reprises","Oui, une seule fois","Changement de siège ou de wagon en cas de sentiment d'insécurité;Modification du style vestimentaire;Favorisation de l'usage des transports en groupe;Réduction de l'usage des transports en commun en favorisant d'autres modes de déplacements (vélo, taxi, véhicule personnel, etc.)",Non,Oui,Non,2,Le temps d'intervention est trop long ,Oui,Non,1,On est bloqué dans le train avec son agresseur,3,,Féminin,26 - 35 ans,Cadres et professions intellectuelles supérieures,Neuilly plaisance ,
2022/02/17 1:01:28 PM UTC+1,Tous les jours ,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)",Déplacements scolaires/professionnels,"Métros, tramways",Entre 1 heure et 2 heures,8,"Tôt le matin (5h - 7h30);Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Heures creuses (9h30 - 16h30);Le soir (après 19h30)","Oui, à plusieurs reprises","Oui, à plusieurs reprises",Changement de siège ou de wagon en cas de sentiment d'insécurité,Non,Non,,,,Non,,,,1,Il faut des personnes formées sur place dans les transports. ,Je ne me reconnais pas dans ces catégories,26 - 35 ans,Professions intermédiaires (cadres moyens),Paris,
2022/02/17 1:01:38 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Heures creuses (9h30 - 16h30);Le soir (après 19h30)","Déplacements liés à la vie quotidienne (courses, loisirs...)","Métros, tramways;TER, transiliens",Entre 1 heure et 2 heures,6,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)","Oui, à plusieurs reprises","Oui, une seule fois",Changement de siège ou de wagon en cas de sentiment d'insécurité;Modification du style vestimentaire;Favorisation de l'usage des transports en groupe,Oui et je n'ai pas porté plainte,Oui,Non,3,"La situation dans laquelle je me suis retrouvée ne le permettait pas, et aurait été inutile.",Oui,Non,3,,1,Cela ne réfrène en rien le comportement des agresseurs et ni l'inaction de l'effet de groupe.,Féminin,18 - 25 ans,Autres personnes sans activité professionnelle,Joinville-le-Pont,
2022/02/17 1:15:26 PM UTC+1,2 à 3 fois par mois,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)","Déplacements liés à la vie quotidienne (courses, loisirs...)","TER, transiliens",Moins de 30 minutes,4,Heures creuses (9h30 - 16h30),"Oui, à plusieurs reprises","Oui, à plusieurs reprises","Réduction de l'usage des transports en commun en favorisant d'autres modes de déplacements (vélo, taxi, véhicule personnel, etc.)",Non,Non,Non,1,"Ca serait mieux de travailler sur la concience des gens, une meilleur education. Le numero peut soulager mais il faut se dire que quand on vit un moment comme ca, il y a plusieurs etapes par laquelle passe la victime,que malheureusement prendra du temps a la reaction d appeler un numero.",Non,Non,3,Je ne sais pas.,4,Ca parle beaucoup visuellement,Féminin,36 - 45 ans,Employé·es et personnel de service,Paris,
2022/02/17 1:21:12 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)","Déplacements liés à la vie quotidienne (courses, loisirs...)","Métros, tramways;TER, transiliens;Trains longue distance (intercités, TGV);Bus, car (jour);Bus, car (nuit)",Moins de 30 minutes,7,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)","Oui, une seule fois","Non, jamais",,,Oui,Non,2,Le temps de réaction doit être trop long dans l’urgence d’une situation,Oui,Non,4,Baisse le risque d’agression en dehors des transports en commun ,3,Une explication sur ce qui se passe si on appel le 3117 serait souhaité,Masculin,26 - 35 ans,Employé·es et personnel de service,Paris,
2022/02/17 1:44:53 PM UTC+1,Quotidiennement ,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)","Déplacements liés à la vie quotidienne (courses, loisirs...)","Métros, tramways;TER, transiliens;Trains longue distance (intercités, TGV);Bus, car (jour)",Moins de 30 minutes,6,Le soir (après 19h30),"Non, jamais","Oui, à plusieurs reprises","Favorisation de l'usage des transports en groupe;Réduction de l'usage des transports en commun en favorisant d'autres modes de déplacements (vélo, taxi, véhicule personnel, etc.)",Non,Non,,3,,Non,,4,,2,"Car la majorité des harceleurs ne remettent pas leur comportement en question, je doute qu’une affiche puisse y changer  quelque chose. A la rigueur elle sert à informer les potentielles victimes du service mis en avant. ",Féminin,18 - 25 ans,Professions intermédiaires (cadres moyens),Paris,
2022/02/17 1:51:05 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)",Déplacements scolaires/professionnels,"Métros, tramways;Bus, car (jour)",Entre 1 heure et 2 heures,8,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)","Oui, à plusieurs reprises","Oui, à plusieurs reprises","Changement de siège ou de wagon en cas de sentiment d'insécurité;Réduction de l'usage des transports en commun en favorisant d'autres modes de déplacements (vélo, taxi, véhicule personnel, etc.)",Oui et je n'ai pas porté plainte,Non,,,,Non,Non,,,3,,Féminin,26 - 35 ans,Cadres et professions intellectuelles supérieures,Paris,
2022/02/17 1:53:01 PM UTC+1,5,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)",Déplacements scolaires/professionnels,"Métros, tramways;TER, transiliens",Entre 30 minutes et 1 heure,8,Le soir (après 19h30),"Oui, à plusieurs reprises","Non, jamais",,,Oui,Non,1,Car le temps que la personne les contacts l’acte sera peut être terminer ,Non,,1,Car pas connu,1,Car pas beaucoup vu ,Féminin,26 - 35 ans,Cadres et professions intellectuelles supérieures,Paris,
2022/02/17 1:53:21 PM UTC+1,Tous les jours ,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)",Déplacements scolaires/professionnels,"TER, transiliens",Moins de 30 minutes,9,Le soir (après 19h30),"Non, jamais","Oui, une seule fois",Changement de siège ou de wagon en cas de sentiment d'insécurité,Non,Oui,Non,3,Cela n'empeche pas l'auteur de fuir avant l'arrivée des agents RATP/SNCF ou de la police,Non,Non,4,"Si on limite le temps passé seul dans la rue le soir , on limite automatiquement le risque de harcèlement, mais le danger peut se trouver juste à côté de son domicile ",3,Un harceleur se fiche des campagnes. Mais peut être que cela peut lui faire prendre conscience des risques qu'il prend ,Féminin,26 - 35 ans,Professions intermédiaires (cadres moyens),Saint-Denis,
2022/02/17 1:54:20 PM UTC+1,2 à 3 fois par semaine,Heures creuses (9h30 - 16h30),"Déplacements liés à la vie quotidienne (courses, loisirs...)","Métros, tramways",Entre 30 minutes et 1 heure,6,"Tôt le matin (5h - 7h30);Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Heures creuses (9h30 - 16h30);Le soir (après 19h30)","Oui, à plusieurs reprises","Oui, à plusieurs reprises","Changement de siège ou de wagon en cas de sentiment d'insécurité;Réduction de l'usage des transports en commun en favorisant d'autres modes de déplacements (vélo, taxi, véhicule personnel, etc.)",Non,Oui,Non,3,Je n’ai pas encore utilisé donc je ne peux pas évaluer,Non,,,,4,,Féminin,26 - 35 ans,Employé·es et personnel de service,Levallois-Perret ,
2022/02/17 1:59:53 PM UTC+1,Plusieurs fois par jours,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)","Déplacements liés à la vie quotidienne (courses, loisirs...)","Métros, tramways;TER, transiliens",Entre 1 heure et 2 heures;Plus de 2 heures,3,"Tôt le matin (5h - 7h30);Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Heures creuses (9h30 - 16h30);Le soir (après 19h30)","Oui, à plusieurs reprises","Oui, à plusieurs reprises",Changement de siège ou de wagon en cas de sentiment d'insécurité,Non,Non,Non,3,Jamais utilisé ,Non,,,,4,,Féminin,26 - 35 ans,Cadres et professions intellectuelles supérieures,Paris,
2022/02/17 2:03:46 PM UTC+1,6 fois par semaine ,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)",Déplacements scolaires/professionnels,"Métros, tramways;TER, transiliens",Plus de 2 heures,10,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)","Oui, fréquemment","Oui, à plusieurs reprises",Changement de siège ou de wagon en cas de sentiment d'insécurité;Modification du style vestimentaire,Oui et je n'ai pas porté plainte,Oui,Non,1,,Oui,Non,3,,1,,Féminin,18 - 25 ans,Étudiant·e,paris,
2022/02/17 2:20:21 PM UTC+1,2 à 3 fois par semaine,"Tôt le matin (5h - 7h30);Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Heures creuses (9h30 - 16h30);Le soir (après 19h30)","Déplacements liés à la vie quotidienne (courses, loisirs...)","Métros, tramways;TER, transiliens;Bus, car (jour)",Entre 1 heure et 2 heures,6,Le soir (après 19h30),"Oui, à plusieurs reprises","Oui, à plusieurs reprises",Changement de siège ou de wagon en cas de sentiment d'insécurité;Favorisation de l'usage des transports en groupe,Non,Oui,Non,2,Le temps de taper le SMS ou d'une intervention on a le temps de se faire agresser dix fois,Oui,Non,5,Parce que les passagers laissent faire mais si leurs trajet est impacté ils réagiront beaucoup plus,4,"La médiatisation du harcèlement de rue le rend bcp moins accepté, j'ai vu la différence entre mes seize et mes vingt-deux ans, ça m'arrive vraiment moins qu'avant !",Féminin,18 - 25 ans,Étudiant·e,Paris,
2022/02/17 2:23:22 PM UTC+1,Tous les jours,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)",Déplacements scolaires/professionnels,"Métros, tramways;TER, transiliens;Bus, car (jour)",Plus de 2 heures,6,Le soir (après 19h30),"Oui, à plusieurs reprises","Oui, une seule fois",Changement de siège ou de wagon en cas de sentiment d'insécurité,Non,Oui,Non,2,La personne harcelée ne peut pas réagir ,Non,,4,Évite de marcher trop la nuit,3,Les hommes ne se sentiront pas concernés ,Féminin,18 - 25 ans,Professions intermédiaires (cadres moyens),Conflans,
2022/02/17 2:37:44 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)",Déplacements scolaires/professionnels,"Métros, tramways",Entre 1 heure et 2 heures,6,Le soir (après 19h30),"Oui, une seule fois","Non, jamais",,,Oui,Non,3,Manque de réactivité ,Oui,Non,4,,2,Image trop foncée le message n’apparaît pas assez clairement ,Féminin,26 - 35 ans,Cadres et professions intellectuelles supérieures,Paris ,
2022/02/17 2:40:39 PM UTC+1,Quasiment jamais,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Heures creuses (9h30 - 16h30);Le soir (après 19h30)","Déplacements liés à la vie quotidienne (courses, loisirs...)","Métros, tramways;Trains longue distance (intercités, TGV);Bus, car (jour)",Moins de 30 minutes,8,Tôt le matin (5h - 7h30);Le soir (après 19h30),"Non, jamais","Non, jamais",Changement de siège ou de wagon en cas de sentiment d'insécurité,Non,Non,Non,4,,Non,,2,La personne peux descendre au même arrêt et nous suivre ,4,Elle illustre bien le harcèlement ,Féminin,18 - 25 ans,Employé·es et personnel de service,Lille,
2022/02/17 3:47:18 PM UTC+1,2 à 3 fois par semaine,Heures creuses (9h30 - 16h30);Le soir (après 19h30),"Déplacements liés à la vie quotidienne (courses, loisirs...)","Métros, tramways;TER, transiliens;Trains longue distance (intercités, TGV);Bus, car (jour)",Entre 30 minutes et 1 heure,10,Le soir (après 19h30),"Oui, fréquemment","Oui, à plusieurs reprises","Changement de siège ou de wagon en cas de sentiment d'insécurité;Réduction de l'usage des transports en commun en favorisant d'autres modes de déplacements (vélo, taxi, véhicule personnel, etc.)",Non,Oui,Non,1,Parce qu'ils ne se déplacent pas rapidement,Non,Non,4,,2,,Féminin,26 - 35 ans,Cadres et professions intellectuelles supérieures,Antibes,
2022/02/17 4:02:11 PM UTC+1,Quotidien ,Heures creuses (9h30 - 16h30),"Déplacements liés à la vie quotidienne (courses, loisirs...)","Métros, tramways;TER, transiliens;Trains longue distance (intercités, TGV);Bus, car (jour);Bus, car (nuit)",Entre 1 heure et 2 heures,7,Tôt le matin (5h - 7h30);Le soir (après 19h30),"Oui, une seule fois","Non, jamais","Changement de siège ou de wagon en cas de sentiment d'insécurité;Modification du style vestimentaire;Favorisation de l'usage des transports en groupe;Réduction de l'usage des transports en commun en favorisant d'autres modes de déplacements (vélo, taxi, véhicule personnel, etc.)",Non,Non,,3,C'est une solution proposée ,Oui,Oui,4,Tous les passagers sont concernés,4,Tout le monde a vu ces affiches et a réfléchi dessus,Féminin,18 - 25 ans,Étudiant·e,Paris,
2022/02/17 4:20:08 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)",Déplacements scolaires/professionnels,"Métros, tramways;Bus, car (jour)",Moins de 30 minutes,7,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)","Oui, fréquemment","Oui, fréquemment",Changement de siège ou de wagon en cas de sentiment d'insécurité;Modification du style vestimentaire,Oui et je n'ai pas porté plainte,Non,,4,,Oui,Non,4,,2,,Féminin,26 - 35 ans,Employé·es et personnel de service,Paris,
2022/02/17 4:20:25 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)",Déplacements scolaires/professionnels,"Métros, tramways;TER, transiliens",Entre 30 minutes et 1 heure,3,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)","Non, jamais","Non, jamais",,,Non,Non,1,aurions nous vraiment le loisir de tripoter notre portable en cas d’harcèlement ?,Non,Non,1,Qu'est ce qui empêche la personne d’être suivi ? ou est ce que le pb est résolu ?,2,"remplacer des voyous par des loups, c'est pas très sympas pour les loups",Masculin,36 - 45 ans,Cadres et professions intellectuelles supérieures,Maisons-Laffitte,
2022/02/17 4:23:43 PM UTC+1,tous les jours,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)",Déplacements scolaires/professionnels,"Métros, tramways;TER, transiliens;Trains longue distance (intercités, TGV)",Entre 1 heure et 2 heures,7,Le soir (après 19h30),"Oui, à plusieurs reprises","Non, jamais",,,Non,,4,à condition qu'il est une vraie réponse derrière ...,Non,,3,si respecté,2,"pas assez parlante, cliché et mal comprise",Féminin,26 - 35 ans,Employé·es et personnel de service,paris,
